[0.0, 0.0],0.8877570498607674
[1.0, 1.0],0.02707898396940708
[1.0, 0.0],0.06460828983735807
[0.0, 1.0],0.020555676332467347
[0.0, 0.0],0.9690450637376179
[1.0, 1.0],0.0022428120696169444
[1.0, 0.0],0.019686158109345986
[0.0, 1.0],0.009025966083418996
[0.0, 0.0],0.8873921719596379
[1.0, 1.0],0.04137812689186562
[1.0, 0.0],0.05749927606525797
[0.0, 1.0],0.013730425083238386
[0.0, 0.0],0.9716743269418102
[1.0, 1.0],0.0019874839048337925
[1.0, 0.0],0.020410657645193044
[0.0, 1.0],0.005927531508162969
